ID,Occupant,Address,City,State,ZipCode,FIPS,Phone,Publisher,Year
2005496301,SIEGEL O'CONNOR ZANGARI BECK,59 ELM ST # 200,NEW HAVEN,CT,06510,09009,2037890001,InfoGroup,2005
2005496302,WIGGIN & DANA,265 CHURCH ST # 1,NEW HAVEN,CT,06510,09009,2034984400,InfoGroup,2005
2005496303,WIGGIN & DANA,265 CHURCH ST # 1,NEW HAVEN,CT,06510,09009,2034984400,InfoGroup,2005
2005496304,YALE SCHOOL OF MEDICINE,153 COLLEGE ST,NEW HAVEN,CT,06510,09009,2037853838,InfoGroup,2005
2005496305,YALE UNIVERSITY,333 CEDAR ST # LMP3103,NEW HAVEN,CT,06510,09009,2037854648,InfoGroup,2005
2005496306,WIGGIN & DANA,265 CHURCH ST # 1,NEW HAVEN,CT,06510,09009,2034984400,InfoGroup,2005
2005496307,WIGGIN & DANA,265 CHURCH ST # 1,NEW HAVEN,CT,06510,09009,2034984400,InfoGroup,2005
2005496308,WITHERS BERGMAN,157 CHURCH ST # 19,NEW HAVEN,CT,06510,09009,2037891320,InfoGroup,2005
2005496309,WIGGIN & DANA,265 CHURCH ST # 1,NEW HAVEN,CT,06510,09009,2034984400,InfoGroup,2005
2005496310,YALE UNIVERSITY,135 COLLEGE ST # 301,NEW HAVEN,CT,06510,09009,2037857191,InfoGroup,2005
2005496311,WIGGIN & DANA,265 CHURCH ST # 1,NEW HAVEN,CT,06510,09009,2034984400,InfoGroup,2005
2005496312,YALE NEW HAVEN HOSPITAL,20 YORK ST,NEW HAVEN,CT,06510,09009,2036882604,InfoGroup,2005
2005496313,YALE PULMONARY GROUP,333 CEDAR ST # 105LCI,NEW HAVEN,CT,06510,09009,2037854162,InfoGroup,2005
2005496314,YALE UNIVERSITY SCHOOL-MDCN,333 CEDAR ST # 302,NEW HAVEN,CT,06510,09009,2037852022,InfoGroup,2005
2005496315,,129 WHITNEY AVE,NEW HAVEN,CT,06510,09009,2037733637,InfoGroup,2005
2005496316,CARMODY & TORRANCE,195 CHURCH ST # 18,NEW HAVEN,CT,06510,09009,2037775501,InfoGroup,2005
2005496317,YALE NEW HAVEN HOSP,60 COLLEGE ST,NEW HAVEN,CT,06510,09009,2036882000,InfoGroup,2005
2005496318,,41 TRUMBULL ST,NEW HAVEN,CT,06510,09009,2037767955,InfoGroup,2005
2005496319,YALE UNIVERSITY,333 CEDAR ST # LMP3103,NEW HAVEN,CT,06510,09009,2037856854,InfoGroup,2005
2005496320,YALE THERAPEUTIC RADIOLOGY,15 YORK ST,NEW HAVEN,CT,06510,09009,2036881861,InfoGroup,2005
2005496321,TYLER COOPER & ALCORN,205 CHURCH ST # 701,NEW HAVEN,CT,06510,09009,2037848200,InfoGroup,2005
2005496322,YALE PULMONARY GROUP,333 CEDAR ST # 105LCI,NEW HAVEN,CT,06510,09009,2037854162,InfoGroup,2005
2005496323,YALE UNIV SCHL OF MEDICINE,20 YORK ST,NEW HAVEN,CT,06510,09009,2037855102,InfoGroup,2005
2005496324,TYLER COOPER & ALCORN,205 CHURCH ST # 701,NEW HAVEN,CT,06510,09009,2037848200,InfoGroup,2005
2005496325,TYLER COOPER & ALCORN,205 CHURCH ST,NEW HAVEN,CT,06510,09009,2037848216,InfoGroup,2005
2005496326,RAGGS FASHIONS FOR MEN,1020 CHAPEL ST,NEW HAVEN,CT,06510,09009,2038653824,InfoGroup,2005
2005496327,VASCULAR INTERVENTIONAL RAD,333 CEDAR ST # SP2-213,NEW HAVEN,CT,06510,09009,2037857026,InfoGroup,2005
2005496328,TWO BROTHERS BEAUTY SUPPLY,810 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037772267,InfoGroup,2005
2005496329,TYLER COOPER & ALCORN,205 CHURCH ST # 701,NEW HAVEN,CT,06510,09009,2037848200,InfoGroup,2005
2005496330,,333 CEDAR ST,NEW HAVEN,CT,06510,09009,2037854703,InfoGroup,2005
2005496331,US DISTRICT COURT CLERK,141 CHURCH ST # 2,NEW HAVEN,CT,06510,09009,2037732140,InfoGroup,2005
2005496332,TYLER COOPER & ALCORN,205 CHURCH ST # 701,NEW HAVEN,CT,06510,09009,2037848200,InfoGroup,2005
2005496333,SBC,227 CHURCH ST,NEW HAVEN,CT,06510,09009,2037715200,InfoGroup,2005
2005496334,GREATER NEW HAVEN CONVENTION,59 ELM ST # 100,NEW HAVEN,CT,06510,09009,2037778550,InfoGroup,2005
2005496335,TEMPLE RADIOLOGY GROUP,40 TEMPLE ST # 2B,NEW HAVEN,CT,06510,09009,2035626023,InfoGroup,2005
2005496336,TYLER COOPER & ALCORN,205 CHURCH ST # 701,NEW HAVEN,CT,06510,09009,2037848200,InfoGroup,2005
2005496337,SERA NAIL SALON,206 COLLEGE ST,NEW HAVEN,CT,06510,09009,2037875559,InfoGroup,2005
2005496338,YALE UNIVERSITY SCHOOL-MED,333 CEDAR ST # 2-210,NEW HAVEN,CT,06510,09009,2037852425,InfoGroup,2005
2005496339,TYLER COOPER & ALCORN,205 CHURCH ST # 701,NEW HAVEN,CT,06510,09009,2037848200,InfoGroup,2005
2005496340,DEPARTMENT OF ANESTHIOLOGY,333 CEDAR ST # TMP3,NEW HAVEN,CT,06510,09009,2037852802,InfoGroup,2005
2005496341,TYLER COOPER & ALCORN,205 CHURCH ST # 701,NEW HAVEN,CT,06510,09009,2037848200,InfoGroup,2005
2005496342,VASCULAR INTERVENTIONAL RAD,333 CEDAR ST # SP2-323,NEW HAVEN,CT,06510,09009,2037857377,InfoGroup,2005
2005496343,TYLER COOPER & ALCORN,205 CHURCH ST # 701,NEW HAVEN,CT,06510,09009,2037848200,InfoGroup,2005
2005496344,CAFE NINE,250 STATE ST,NEW HAVEN,CT,06510,09009,2037898281,InfoGroup,2005
2005496345,TRIAL COURT ADM,121 ELM ST,NEW HAVEN,CT,06510,09009,2037897949,InfoGroup,2005
2005496346,COMPREHENSIVE FOOT CARE,60 TEMPLE ST,NEW HAVEN,CT,06510,09009,2035627688,InfoGroup,2005
2005496347,TYLER COOPER & ALCORN,205 CHURCH ST # 701,NEW HAVEN,CT,06510,09009,2037848200,InfoGroup,2005
2005496348,HONORABLE ALBERT S DABROWSKI,157 CHURCH ST,NEW HAVEN,CT,06510,09009,2037732132,InfoGroup,2005
2005496349,TYLER COOPER & ALCORN,205 CHURCH ST # 701,NEW HAVEN,CT,06510,09009,2037848200,InfoGroup,2005
2005496350,US PROBATION & PAROLE OFC,157 CHURCH ST,NEW HAVEN,CT,06510,09009,2037732100,InfoGroup,2005
2005496351,TYLER COOPER & ALCORN,205 CHURCH ST # 701,NEW HAVEN,CT,06510,09009,2037848200,InfoGroup,2005
2005496352,AMADEUS CENTER FOR HEALTH,245 BRADLEY ST,NEW HAVEN,CT,06510,09009,2037870869,InfoGroup,2005
2005496353,BREAKAWAY DELI,24 WHITNEY AVE,NEW HAVEN,CT,06510,09009,2038655946,InfoGroup,2005
2005496354,HONORABLE JOAN GLAZER MARGOLIS,141 CHURCH ST # 303,NEW HAVEN,CT,06510,09009,2037732350,InfoGroup,2005
2005496355,TYLER COOPER & ALCORN,205 CHURCH ST # 701,NEW HAVEN,CT,06510,09009,2037848200,InfoGroup,2005
2005496356,RICHARD M FRANCHI LAW OFFICES,205 CHURCH ST # 3,NEW HAVEN,CT,06510,09009,2034533641,InfoGroup,2005
2005496357,BRUEGGER'S BAGELS BAKERY,1 WHITNEY AVE,NEW HAVEN,CT,06510,09009,2037733199,InfoGroup,2005
2005496358,CT BUSINESS FURNITURE OUTLET,33 CROWN ST,NEW HAVEN,CT,06510,09009,2037870243,InfoGroup,2005
2005496359,J BUSH & CO INC,55 WHITNEY AVE # 5,NEW HAVEN,CT,06510,09009,2037775900,InfoGroup,2005
2005496360,IBIZA RESTAURANT,39 HIGH ST,NEW HAVEN,CT,06510,09009,2038651933,InfoGroup,2005
2005496361,YALE CARDIOLOGY,333 CEDAR ST # I-456,NEW HAVEN,CT,06510,09009,2037371717,InfoGroup,2005
2005496362,YALE CARDIOVASCULAR MEDICINE,333 CEDAR ST # 3FMP,NEW HAVEN,CT,06510,09009,2034838300,InfoGroup,2005
2005496363,NEW HAVEN ARTS COUNCIL,70 AUDUBON ST # 2,NEW HAVEN,CT,06510,09009,2037722788,InfoGroup,2005
2005496364,YALE DERMATOPATHOLOGY LAB,333 CEDAR ST,NEW HAVEN,CT,06510,09009,2037854094,InfoGroup,2005
2005496365,GILLIS & GILLIS,2 WHITNEY AVE # 502,NEW HAVEN,CT,06510,09009,2035625104,InfoGroup,2005
2005496366,,1 WHITNEY AVE,NEW HAVEN,CT,06510,09009,2036243439,InfoGroup,2005
2005496367,NEW HAVEN RHEUMATOLOGY,60 TEMPLE ST # 6A,NEW HAVEN,CT,06510,09009,2037892255,InfoGroup,2005
2005496368,DELIO & PETERSON LLC,121 WHITNEY AVE # 3,NEW HAVEN,CT,06510,09009,2037870595,InfoGroup,2005
2005496369,GILLIS & GILLIS,2 WHITNEY AVE # 502,NEW HAVEN,CT,06510,09009,2035625104,InfoGroup,2005
2005496370,BARR & BARR INC,129 CHURCH ST,NEW HAVEN,CT,06510,09009,2035622007,InfoGroup,2005
2005496371,ERSKINE D MC INTOSH LAW OFCS,900 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037879994,InfoGroup,2005
2005496372,WEBSTER BANK,80 ELM ST,NEW HAVEN,CT,06510,09009,2037824588,InfoGroup,2005
2005496373,EYE CARE GROUP,40 TEMPLE ST # 5B,NEW HAVEN,CT,06510,09009,2037773937,InfoGroup,2005
2005496374,MEDICAL ONCOLOGY & HEMATOLOGY,60 TEMPLE ST # 9C,NEW HAVEN,CT,06510,09009,2037892050,InfoGroup,2005
2005496375,JEFFERSON ARCHIVES,770 CHAPEL ST,NEW HAVEN,CT,06510,09009,2035628350,InfoGroup,2005
2005496376,,59 ELM ST # 320,NEW HAVEN,CT,06510,09009,2035629280,InfoGroup,2005
2005496377,YALE PATHOLOGY,310 CEDAR ST,NEW HAVEN,CT,06510,09009,2037852763,InfoGroup,2005
2005496378,,59 ELM ST # 320,NEW HAVEN,CT,06510,09009,2037721858,InfoGroup,2005
2005496379,SURGICAL ASSOCIATES-NEW HAVEN,60 TEMPLE ST # 2A,NEW HAVEN,CT,06510,09009,2037720650,InfoGroup,2005
2005496380,C B RICHARD ELLIS,71 AUDUBON ST,NEW HAVEN,CT,06510,09009,2037776262,InfoGroup,2005
2005496381,MJB REAL ESTATE SVC INC,7 ELM ST # 3R,NEW HAVEN,CT,06510,09009,2037826200,InfoGroup,2005
2005496382,MC GLADREY & PULLEN,1 CHURCH ST # 8,NEW HAVEN,CT,06510,09009,2037731909,InfoGroup,2005
2005496383,ALSCO INC,900 CHAPEL ST # 1245,NEW HAVEN,CT,06510,09009,2037875933,InfoGroup,2005
2005496384,KAPLAN TEST PREPARATION,970 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037891169,InfoGroup,2005
2005496385,SHEMCO INC,75 WHITNEY AVE,NEW HAVEN,CT,06510,09009,2037858022,InfoGroup,2005
2005496386,MC GLADREY & PULLEN,1 CHURCH ST # 8,NEW HAVEN,CT,06510,09009,2037731909,InfoGroup,2005
2005496387,CROSS FLAVA RECORD,849 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037875703,InfoGroup,2005
2005496388,DONALD L PERLROTH & CO,250 STATE ST # C1,NEW HAVEN,CT,06510,09009,2032810522,InfoGroup,2005
2005496389,,27 ELM ST,NEW HAVEN,CT,06510,09009,2035624942,InfoGroup,2005
2005496390,BEAUTY PLUS,827 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037769898,InfoGroup,2005
2005496391,DONALD L PERLROTH & CO,250 STATE ST # C1,NEW HAVEN,CT,06510,09009,2032810522,InfoGroup,2005
2005496392,COLLEGE STREET CYCLES LLC,252 COLLEGE ST,NEW HAVEN,CT,06510,09009,2038652724,InfoGroup,2005
2005496393,YALE NEUROLOGICAL GROUP,333 CEDAR ST # LMP3103,NEW HAVEN,CT,06510,09009,2037854085,InfoGroup,2005
2005496394,YALE HEMATOLOGY SECTION,333 CEDAR ST,NEW HAVEN,CT,06510,09009,2037854144,InfoGroup,2005
2005496395,YALE UNIVERSITY,333 CEDAR ST # 105LCI,NEW HAVEN,CT,06510,09009,2037854085,InfoGroup,2005
2005496396,DETAILS,1022 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037774447,InfoGroup,2005
2005496397,LYNCH TRAUB KEEFE & ERRANTE PC,52 TRUMBULL ST,NEW HAVEN,CT,06510,09009,2037870275,InfoGroup,2005
2005496398,CHRISTIAAN DINKELOO ASSOC,28 LINCOLN WAY,NEW HAVEN,CT,06510,09009,2037722885,InfoGroup,2005
2005496399,TERENCE S HAWKINS LAW OFFICES,205 CHURCH ST # 3,NEW HAVEN,CT,06510,09009,2034986065,InfoGroup,2005
2005496400,PAUL B BAILEY ARCHITECT LLC,110 AUDUBON ST,NEW HAVEN,CT,06510,09009,2037768888,InfoGroup,2005
2005496401,TENDER LOVING CARE HEALTH CARE,55 CHURCH ST # 401,NEW HAVEN,CT,06510,09009,2037726623,InfoGroup,2005
2005496402,WITHERS BERGMAN,157 CHURCH ST # 19,NEW HAVEN,CT,06510,09009,2037891320,InfoGroup,2005
2005496403,HAIR BRAIDING,817 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037763381,InfoGroup,2005
2005496404,UNITED BRIDGEPORT ENERGY INC,157 CHURCH ST,NEW HAVEN,CT,06510,09009,2034992399,InfoGroup,2005
2005496405,WITHERS BERGMAN,157 CHURCH ST # 19,NEW HAVEN,CT,06510,09009,2037891320,InfoGroup,2005
2005496406,MOLECULAR NEUROIMAGING LLC,60 TEMPLE ST,NEW HAVEN,CT,06510,09009,2037892119,InfoGroup,2005
2005496407,MARCUS LAW FIRM,111 WHITNEY AVE # 2,NEW HAVEN,CT,06510,09009,2037875885,InfoGroup,2005
2005496408,EMHART FASTENING TEKNOLOGIES,234 CHURCH ST,NEW HAVEN,CT,06510,09009,2037817800,InfoGroup,2005
2005496409,TEMPLE CARDIAC REHABILITATION,230 GEORGE ST,NEW HAVEN,CT,06510,09009,2034985987,InfoGroup,2005
2005496410,YALE NEUROLOGICAL GROUP,333 CEDAR ST # LCI702,NEW HAVEN,CT,06510,09009,2037854085,InfoGroup,2005
2005496411,ALISA'S HOUSE OF SALSA,817 CHAPEL ST,NEW HAVEN,CT,06510,09009,2035625472,InfoGroup,2005
2005496412,INGENIX EMPLOYER GROUP,157 CHURCH ST,NEW HAVEN,CT,06510,09009,2037815100,InfoGroup,2005
2005496413,PULLMAN & COMLEY,265 CHURCH ST # 503,NEW HAVEN,CT,06510,09009,2037827798,InfoGroup,2005
2005496414,CATAPULT SERVICES INC,263 ORANGE ST,NEW HAVEN,CT,06510,09009,2035623400,InfoGroup,2005
2005496415,NIGHTLINE SERVICE,205 CHURCH ST,NEW HAVEN,CT,06510,09009,2037815600,InfoGroup,2005
2005496416,,205 CHURCH ST,NEW HAVEN,CT,06510,09009,2033933944,InfoGroup,2005
2005496417,JANUS COMPUTER SYSTEMS INC,900 CHAPEL ST,NEW HAVEN,CT,06510,09009,2035623333,InfoGroup,2005
2005496418,NONPROFIT STRATEGIES GROUP INC,195 CHURCH ST,NEW HAVEN,CT,06510,09009,2037813479,InfoGroup,2005
2005496419,HOFFNUNG & BROCHIN,110 WHITNEY AVE,NEW HAVEN,CT,06510,09009,2037724400,InfoGroup,2005
2005496420,BRADFORD ADVERTISING,100 CROWN ST,NEW HAVEN,CT,06510,09009,2037891872,InfoGroup,2005
2005496421,PARTNERSHIP FOR CONNECTICUT,195 CHURCH ST,NEW HAVEN,CT,06510,09009,2037813438,InfoGroup,2005
2005496422,N-TECH SYSTEMS INC,59 ELM ST,NEW HAVEN,CT,06510,09009,2035624200,InfoGroup,2005
2005496423,LIPPMAN & OUELLETTE,142 TEMPLE ST # 2,NEW HAVEN,CT,06510,09009,2037764546,InfoGroup,2005
2005496424,COFACE SVC,900 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037813800,InfoGroup,2005
2005496425,BOTTEGA GIULIANA LLC,954 CHAPEL ST,NEW HAVEN,CT,06510,09009,2035628027,InfoGroup,2005
2005496426,A-1 PHOTO STUDIO,1 WHITNEY AVE,NEW HAVEN,CT,06510,09009,2037822221,InfoGroup,2005
2005496427,LIPPMAN & OUELLETTE,142 TEMPLE ST # 2,NEW HAVEN,CT,06510,09009,2037764546,InfoGroup,2005
2005496428,NINTH SQUARE MARKET LLC,72 ORANGE ST,NEW HAVEN,CT,06510,09009,2036039808,InfoGroup,2005
2005496429,CHURCH & CHURCH,35 ELM ST,NEW HAVEN,CT,06510,09009,2035620300,InfoGroup,2005
2005496430,PASQUALE'S HAIR SHOP,25 HIGH ST,NEW HAVEN,CT,06510,09009,2037723059,InfoGroup,2005
2005496431,YALE PEDIATRIC SURGERY GROUP,333 CEDAR ST,NEW HAVEN,CT,06510,09009,2037852701,InfoGroup,2005
2005496432,GREATER NEW HAVEN LEADERSHIP,900 CHAPEL ST # 10,NEW HAVEN,CT,06510,09009,2037824314,InfoGroup,2005
2005496433,NEW HAVEN LEGAL ASSISTANCE INC,426 STATE ST,NEW HAVEN,CT,06510,09009,2039464811,InfoGroup,2005
2005496434,NEAT LOUNGE,124 TEMPLE ST,NEW HAVEN,CT,06510,09009,2036244422,InfoGroup,2005
2005496435,PITE LAW OFFICE LLC,41 TRUMBULL ST,NEW HAVEN,CT,06510,09009,2037820503,InfoGroup,2005
2005496436,,129 CHURCH ST # 503,NEW HAVEN,CT,06510,09009,2038655990,InfoGroup,2005
2005496437,SOFIE'S GOURMET,60 TEMPLE ST,NEW HAVEN,CT,06510,09009,2036243725,InfoGroup,2005
2005496438,,205 CHURCH ST,NEW HAVEN,CT,06510,09009,2037848270,InfoGroup,2005
2005496439,C B MAINTENANCE SVC,1032 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037520220,InfoGroup,2005
2005496440,WESTFALL & BEHRENS,59 ELM ST # LL1,NEW HAVEN,CT,06510,09009,2037720910,InfoGroup,2005
2005496441,TYLER COOPER & ALCORN,205 CHURCH ST,NEW HAVEN,CT,06510,09009,2037848210,InfoGroup,2005
2005496442,YALE HEMATOLOGY SECTION,333 CEDAR ST,NEW HAVEN,CT,06510,09009,2037854744,InfoGroup,2005
2005496443,WINNICK RUBEN & CHAMBERS,110 WHITNEY AVE,NEW HAVEN,CT,06510,09009,2037724400,InfoGroup,2005
2005496444,TYLER COOPER & ALCORN,205 CHURCH ST # 701,NEW HAVEN,CT,06510,09009,2037848200,InfoGroup,2005
2005496445,MAXINE,1052 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037522053,InfoGroup,2005
2005496446,NEW HAVEN MAYOR'S OFFICE,165 CHURCH ST # 2,NEW HAVEN,CT,06510,09009,2039468200,InfoGroup,2005
2005496447,,205 CHURCH ST,NEW HAVEN,CT,06510,09009,2037848538,InfoGroup,2005
2005496448,PLAYWRIGHT NEW HAVEN,144 TEMPLE ST,NEW HAVEN,CT,06510,09009,2037520450,InfoGroup,2005
2005496449,NEW HAVEN ALDERMEN BOARD,165 CHURCH ST,NEW HAVEN,CT,06510,09009,2039466483,InfoGroup,2005
2005496450,CARDIOLOGY ASSOCIATES,40 TEMPLE ST # 6A,NEW HAVEN,CT,06510,09009,2037892272,InfoGroup,2005
2005496451,,205 CHURCH ST,NEW HAVEN,CT,06510,09009,2037848243,InfoGroup,2005
2005496452,INFO NEW HAVEN VISITOR CTR,1000 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037739494,InfoGroup,2005
2005496453,NEW HAVEN ASSESSOR'S OFFICE,165 CHURCH ST,NEW HAVEN,CT,06510,09009,2039466047,InfoGroup,2005
2005496454,CARDIOLOGY ASSOCIATES,40 TEMPLE ST # 6A,NEW HAVEN,CT,06510,09009,2037892272,InfoGroup,2005
2005496455,SAHARA MED CUISINE & PIZZA,170 TEMPLE ST,NEW HAVEN,CT,06510,09009,2037733306,InfoGroup,2005
2005496456,,205 CHURCH ST,NEW HAVEN,CT,06510,09009,2037848535,InfoGroup,2005
2005496457,CARDIOLOGY ASSOCIATES,40 TEMPLE ST # 6A,NEW HAVEN,CT,06510,09009,2037892272,InfoGroup,2005
2005496458,PULMONARY ASSOCIATES,60 TEMPLE ST # 7F,NEW HAVEN,CT,06510,09009,2037891338,InfoGroup,2005
2005496459,GYRO DIGITAL,205 CHURCH ST # 605,NEW HAVEN,CT,06510,09009,2037764976,InfoGroup,2005
2005496460,,205 CHURCH ST,NEW HAVEN,CT,06510,09009,2037848481,InfoGroup,2005
2005496461,ORTHOPEDIC ASSOCIATES,1 CHURCH ST # 4,NEW HAVEN,CT,06510,09009,2037523115,InfoGroup,2005
2005496462,JEWELRY PLUS,748 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037898672,InfoGroup,2005
2005496463,CARDIOLOGY ASSOCIATES,40 TEMPLE ST # 6A,NEW HAVEN,CT,06510,09009,2037892272,InfoGroup,2005
2005496464,NEW HAVEN BUILDING INSPECTION,200 ORANGE ST # 502,NEW HAVEN,CT,06510,09009,2039468045,InfoGroup,2005
2005496465,TYLER COOPER & ALCORN,205 CHURCH ST,NEW HAVEN,CT,06510,09009,2037848220,InfoGroup,2005
2005496466,ANTHONY PILEGGI & ASSOC,250 CHURCH ST,NEW HAVEN,CT,06510,09009,2037760099,InfoGroup,2005
2005496467,NEW HAVEN CHIEF ADM OFFICER,165 CHURCH ST # 3R,NEW HAVEN,CT,06510,09009,2039467900,InfoGroup,2005
2005496468,,205 CHURCH ST,NEW HAVEN,CT,06510,09009,2037848276,InfoGroup,2005
2005496469,WYBC,142 TEMPLE ST,NEW HAVEN,CT,06510,09009,2037764118,InfoGroup,2005
2005496470,PULMONARY ASSOCIATES,60 TEMPLE ST # 7F,NEW HAVEN,CT,06510,09009,2037891338,InfoGroup,2005
2005496471,TYLER COOPER,205 CHURCH ST,NEW HAVEN,CT,06510,09009,2037848557,InfoGroup,2005
2005496472,SURGICAL ASSOCIATES-NEW HAVEN,60 TEMPLE ST # 2A,NEW HAVEN,CT,06510,09009,2037720650,InfoGroup,2005
2005496473,MILLENNIUM INSTITUTE-COMPUTERS,1 CHURCH ST,NEW HAVEN,CT,06510,09009,2037760788,InfoGroup,2005
2005496474,NEW HAVEN CHILDREN & FAMILY,165 CHURCH ST # 135,NEW HAVEN,CT,06510,09009,2037860500,InfoGroup,2005
2005496475,CARDIOLOGY ASSOCIATES,40 TEMPLE ST # 6A,NEW HAVEN,CT,06510,09009,2037892272,InfoGroup,2005
2005496476,,205 CHURCH ST,NEW HAVEN,CT,06510,09009,2037848229,InfoGroup,2005
2005496477,AVANTI MANAGEMENT,1 CHURCH ST,NEW HAVEN,CT,06510,09009,2037770154,InfoGroup,2005
2005496478,BERDON YOUNG & MARGOLIS,132 TEMPLE ST,NEW HAVEN,CT,06510,09009,2037723740,InfoGroup,2005
2005496479,CARDIOLOGY GROUP,60 TEMPLE ST # 6C,NEW HAVEN,CT,06510,09009,2037733055,InfoGroup,2005
2005496480,TYLER COOPER & ALCORN,205 CHURCH ST # 701,NEW HAVEN,CT,06510,09009,2037848228,InfoGroup,2005
2005496481,CPA FINANCIAL ADVISORS,215 CHURCH ST,NEW HAVEN,CT,06510,09009,2037778223,InfoGroup,2005
2005496482,SANDITZ TRAVEL MANAGEMENT,59 ELM ST # 125,NEW HAVEN,CT,06510,09009,2037777373,InfoGroup,2005
2005496483,NEW HAVEN CITY PLAN DEPT,165 CHURCH ST,NEW HAVEN,CT,06510,09009,2039466378,InfoGroup,2005
2005496484,CARDIOLOGY GROUP,60 TEMPLE ST # 6C,NEW HAVEN,CT,06510,09009,2037733055,InfoGroup,2005
2005496485,TYLER COOPER & ALCORN,205 CHURCH ST # 701,NEW HAVEN,CT,06510,09009,2037848203,InfoGroup,2005
2005496486,EARLE GIOVANNIELLO LAW OFFICES,205 CHURCH ST # 3,NEW HAVEN,CT,06510,09009,2037774003,InfoGroup,2005
2005496487,CARDIOLOGY GROUP,60 TEMPLE ST # 6C,NEW HAVEN,CT,06510,09009,2037733055,InfoGroup,2005
2005496488,,205 CHURCH ST,NEW HAVEN,CT,06510,09009,2037848209,InfoGroup,2005
2005496489,LAYDON & CO,215 CHURCH ST,NEW HAVEN,CT,06510,09009,2037778935,InfoGroup,2005
2005496490,NEW HAVEN COMMISSION ON EQUAL,200 ORANGE ST # 402,NEW HAVEN,CT,06510,09009,2039468160,InfoGroup,2005
2005496491,TYLER COOPER & ALCORN,205 CHURCH ST,NEW HAVEN,CT,06510,09009,2037848222,InfoGroup,2005
2005496492,NORTHEASTERN UNDERWRITERS LTD,250 CHURCH ST,NEW HAVEN,CT,06510,09009,2037877169,InfoGroup,2005
2005496493,,205 CHURCH ST,NEW HAVEN,CT,06510,09009,2037848240,InfoGroup,2005
2005496494,NEW HAVEN CORP COUNSEL,165 CHURCH ST # 4,NEW HAVEN,CT,06510,09009,2039467958,InfoGroup,2005
