ID,Occupant,Address,City,State,ZipCode,FIPS,Phone,Publisher,Year
2014579857,YNH MEDICAL SVC PC,20 YORK ST # 2041,NEW HAVEN,CT,06510,09009,2036884748,InfoGroup,2014
2014579858,FIRST NIAGARA BANK,746 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037723802,InfoGroup,2014
2014579859,,333 CEDAR ST,NEW HAVEN,CT,06510,09009,2037852802,InfoGroup,2014
2014579860,US TRUSTEE,150 COURT ST # 302,NEW HAVEN,CT,06510,09009,2037732210,InfoGroup,2014
2014579861,YALE ANESTHESIOLOGY,20 YORK ST # 3,NEW HAVEN,CT,06510,09009,2037852802,InfoGroup,2014
2014579862,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036882358,InfoGroup,2014
2014579863,,333 CEDAR ST,NEW HAVEN,CT,06510,09009,2037852802,InfoGroup,2014
2014579864,US LABOR DEPT,2 WHITNEY AVE,NEW HAVEN,CT,06510,09009,2037732130,InfoGroup,2014
2014579865,,333 CEDAR ST,NEW HAVEN,CT,06510,09009,2037852802,InfoGroup,2014
2014579866,YALE DIAGNOSTIC RADIOLOGY,20 YORK ST # 2,NEW HAVEN,CT,06510,09009,2036886800,InfoGroup,2014
2014579867,WEBSTER FINANCIAL ADVISORS,80 ELM ST,NEW HAVEN,CT,06510,09009,2037824509,InfoGroup,2014
2014579868,,333 CEDAR ST,NEW HAVEN,CT,06510,09009,2037852802,InfoGroup,2014
2014579869,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036882358,InfoGroup,2014
2014579870,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036886800,InfoGroup,2014
2014579871,,310 CEDAR ST # 329FMB,NEW HAVEN,CT,06510,09009,2037853624,InfoGroup,2014
2014579872,CARDIOLOGY ASSOCIATES,40 TEMPLE ST # 6A,NEW HAVEN,CT,06510,09009,2037892272,InfoGroup,2014
2014579873,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036886800,InfoGroup,2014
2014579874,ALAN E SILVER LAW OFFICES,275 ORANGE ST,NEW HAVEN,CT,06510,09009,2037870207,InfoGroup,2014
2014579875,EUPHORIA,57 ORANGE ST,NEW HAVEN,CT,06510,09009,2035625477,InfoGroup,2014
2014579876,,330 CEDAR ST,NEW HAVEN,CT,06510,09009,2037852020,InfoGroup,2014
2014579877,ALAN E SILVER LAW OFFICES,275 ORANGE ST,NEW HAVEN,CT,06510,09009,2037870207,InfoGroup,2014
2014579878,SPRING STREET RECYCLING LLC,57 TRUMBULL ST,NEW HAVEN,CT,06510,09009,2039370003,InfoGroup,2014
2014579879,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036884242,InfoGroup,2014
2014579880,SALON IVANOVA,77 AUDUBON ST,NEW HAVEN,CT,06510,09009,2036911107,InfoGroup,2014
2014579881,YALE EMERGENCY MEDICINE,20 YORK ST,NEW HAVEN,CT,06510,09009,2036882222,InfoGroup,2014
2014579882,SVIGALS PARTNERS LLP,84 ORANGE ST # 2,NEW HAVEN,CT,06510,09009,2037865110,InfoGroup,2014
2014579883,CHAPEL ST LLC,770 CHAPEL ST # 4,NEW HAVEN,CT,06510,09009,2037724205,InfoGroup,2014
2014579884,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036884242,InfoGroup,2014
2014579885,,333 CEDAR ST,NEW HAVEN,CT,06510,09009,2037852802,InfoGroup,2014
2014579886,BACHMAN & LA POINT,900 CHAPEL ST # 1201,NEW HAVEN,CT,06510,09009,2037776628,InfoGroup,2014
2014579887,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036884242,InfoGroup,2014
2014579888,BACHMAN & LA POINTE,900 CHAPEL ST # 1201,NEW HAVEN,CT,06510,09009,2037776628,InfoGroup,2014
2014579889,CIRELLO & VESICCHIO LLC,142 TEMPLE ST # 201,NEW HAVEN,CT,06510,09009,2039074030,InfoGroup,2014
2014579890,SUSMAN DUFFY & SEGALOFF PC,59 ELM ST # 5,NEW HAVEN,CT,06510,09009,2036249830,InfoGroup,2014
2014579891,CENTER FOR ORTHOPAEDICS,60 TEMPLE ST # 3B,NEW HAVEN,CT,06510,09009,2035622663,InfoGroup,2014
2014579892,PICKARD CHILTON,980 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037868600,InfoGroup,2014
2014579893,MADI & MIA'S CAFE,167 ORANGE ST,NEW HAVEN,CT,06510,09009,2037826234,InfoGroup,2014
2014579894,MARCO POLO PIZZA & ITALIAN,55 CROWN ST,NEW HAVEN,CT,06510,09009,2037762726,InfoGroup,2014
2014579895,YALE EYE CTR,40 TEMPLE ST # 3B,NEW HAVEN,CT,06510,09009,2037852020,InfoGroup,2014
2014579896,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036886800,InfoGroup,2014
2014579897,WINE THIEF,181 CROWN ST,NEW HAVEN,CT,06510,09009,2037721944,InfoGroup,2014
2014579898,CIMINELLI REAL ESTATE CORP,195 CHURCH ST # 14,NEW HAVEN,CT,06510,09009,2035621562,InfoGroup,2014
2014579899,DEPARTMENT OF ANESTHIOLOGY,333 CEDAR ST # TMP3,NEW HAVEN,CT,06510,09009,2037852802,InfoGroup,2014
2014579900,YALE GASTROENTEROLOGY,333 CEDAR ST # 89,NEW HAVEN,CT,06510,09009,2037854796,InfoGroup,2014
2014579901,SEAN GATISON BAIL BONDS,,NEW HAVEN,CT,06510,09009,2033619129,InfoGroup,2014
2014579902,DEPARTMENT OF ANESTHIOLOGY,333 CEDAR ST # TMP3,NEW HAVEN,CT,06510,09009,2037852802,InfoGroup,2014
2014579903,FEEDOM INTERNATIONAL,,NEW HAVEN,CT,06510,09009,2033619392,InfoGroup,2014
2014579904,DEPARTMENT OF ANESTHIOLOGY,333 CEDAR ST # TMP3,NEW HAVEN,CT,06510,09009,2037852802,InfoGroup,2014
2014579905,TEMPLE SURGICAL CTR,40 TEMPLE ST # 4B,NEW HAVEN,CT,06510,09009,2036886008,InfoGroup,2014
2014579906,DEPARTMENT OF ANESTHIOLOGY,333 CEDAR ST # TMP3,NEW HAVEN,CT,06510,09009,2037852802,InfoGroup,2014
2014579907,FORRESTER DENTAL,,NEW HAVEN,CT,06510,09009,2032487900,InfoGroup,2014
2014579908,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036884242,InfoGroup,2014
2014579909,AMERICAN CONTRACTORS LLC,,NEW HAVEN,CT,06510,09009,2037642078,InfoGroup,2014
2014579910,COLLEGE SUMMIT CT,201 ORANGE ST # 2,NEW HAVEN,CT,06510,09009,2037760671,InfoGroup,2014
2014579911,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036889907,InfoGroup,2014
2014579912,YALE UNIVERSITY SCH-MEDICINE,200 S FRONTAGE RD,NEW HAVEN,CT,06510,09009,2037854682,InfoGroup,2014
2014579913,IRAN HUMAN RIGHTS DCMNTTN CTR,129 CHURCH ST,NEW HAVEN,CT,06510,09009,2037722218,InfoGroup,2014
2014579914,DEREK SIMPSON GOLDSMITH,1094 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037872498,InfoGroup,2014
2014579915,RICKS PLUMBING SVC INC,,NEW HAVEN,CT,06510,09009,2039038736,InfoGroup,2014
2014579916,DEPARTMENT OF ANESTHIOLOGY,333 CEDAR ST # TMP3,NEW HAVEN,CT,06510,09009,2037852802,InfoGroup,2014
2014579917,YALE ANESTHESIOLOGY,20 YORK ST # 3,NEW HAVEN,CT,06510,09009,2037852802,InfoGroup,2014
2014579918,NATIONAL CAR RENTAL,290 STATE ST,NEW HAVEN,CT,06510,09009,2037760690,InfoGroup,2014
2014579919,JTP INSURANCE,,NEW HAVEN,CT,06510,09009,2033619902,InfoGroup,2014
2014579920,EVOLUTIONS TATTOO,849 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037723110,InfoGroup,2014
2014579921,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036889907,InfoGroup,2014
2014579922,GATEWAY SANDWICH,37 CHURCH ST,NEW HAVEN,CT,06510,09009,2037760685,InfoGroup,2014
2014579923,,55 CHURCH ST # 800A,NEW HAVEN,CT,06510,09009,2037822843,InfoGroup,2014
2014579924,,101 WHITNEY AVE # 1,NEW HAVEN,CT,06510,09009,2037774686,InfoGroup,2014
2014579925,,59 ELM ST,NEW HAVEN,CT,06510,09009,2036249830,InfoGroup,2014
2014579926,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036889907,InfoGroup,2014
2014579927,PROMETHEUS RESEARCH LLC,55 CHURCH ST # 7,NEW HAVEN,CT,06510,09009,2037529410,InfoGroup,2014
2014579928,CLEARWATER INITIATIVE CORP,59 ELM ST,NEW HAVEN,CT,06510,09009,2036249830,InfoGroup,2014
2014579929,DEPARTMENT OF ANESTHIOLOGY,333 CEDAR ST # TMP3,NEW HAVEN,CT,06510,09009,2037852802,InfoGroup,2014
2014579930,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036889907,InfoGroup,2014
2014579931,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036889907,InfoGroup,2014
2014579932,,40 TEMPLE ST # 7B,NEW HAVEN,CT,06510,09009,2036883080,InfoGroup,2014
2014579933,,2 WHITNEY AVE # 400,NEW HAVEN,CT,06510,09009,2037727735,InfoGroup,2014
2014579934,O DONNELL CO,760 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037641000,InfoGroup,2014
2014579935,,52 TRUMBULL ST,NEW HAVEN,CT,06510,09009,2037870275,InfoGroup,2014
2014579936,NORTHEAST MEDICAL GROUP INC,20 YORK ST # 2041,NEW HAVEN,CT,06510,09009,2036884748,InfoGroup,2014
2014579937,INNOVATIONS FOR POVERTY ACTION,101 WHITNEY AVE # B,NEW HAVEN,CT,06510,09009,2037722216,InfoGroup,2014
2014579938,,195 CHURCH ST # 1300,NEW HAVEN,CT,06510,09009,2037812800,InfoGroup,2014
2014579939,,52 TRUMBULL ST,NEW HAVEN,CT,06510,09009,2037870275,InfoGroup,2014
2014579940,,60 TRUMBULL ST,NEW HAVEN,CT,06510,09009,2037776323,InfoGroup,2014
2014579941,DEPARTMENT OF ANESTHIOLOGY,333 CEDAR ST # LMP3103,NEW HAVEN,CT,06510,09009,2037854648,InfoGroup,2014
2014579942,ENDODONTICS,265 CHURCH ST # 1003,NEW HAVEN,CT,06510,09009,2037776461,InfoGroup,2014
2014579943,,2 WHITNEY AVE # 400,NEW HAVEN,CT,06510,09009,2037727710,InfoGroup,2014
2014579944,,59 ELM ST # 400,NEW HAVEN,CT,06510,09009,2037892072,InfoGroup,2014
2014579945,CHAPNICK LAW FIRM,129 CHURCH ST # 406,NEW HAVEN,CT,06510,09009,2035624542,InfoGroup,2014
2014579946,GARLINGHOUSE FAMILY LAW,171 ORANGE ST # 301,NEW HAVEN,CT,06510,09009,2038650139,InfoGroup,2014
2014579947,NOYES NANCY A LAW OFFICES,195 CHURCH ST # 11C,NEW HAVEN,CT,06510,09009,2037874249,InfoGroup,2014
2014579948,DONALD B WALSH PC,,NEW HAVEN,CT,06510,09009,2039032295,InfoGroup,2014
2014579949,DEPARTMENT OF ANESTHIOLOGY,333 CEDAR ST # TMP3,NEW HAVEN,CT,06510,09009,2037852802,InfoGroup,2014
2014579950,VINTAGE VILLAGE CYCLES,,NEW HAVEN,CT,06510,09009,2033619649,InfoGroup,2014
2014579951,TIKKAWAY GRIL,135 ORANGE ST,NEW HAVEN,CT,06510,09009,2035621299,InfoGroup,2014
2014579952,ACCURATE PAINTING CO,,NEW HAVEN,CT,06510,09009,2034948286,InfoGroup,2014
2014579953,PEDIATRIC SURGERY,333 CEDAR ST,NEW HAVEN,CT,06510,09009,2037852701,InfoGroup,2014
2014579954,WIRELESS ZONE,72 CHURCH ST,NEW HAVEN,CT,06510,09009,2037454080,InfoGroup,2014
2014579955,RAYMOND JAMES,195 CHURCH ST # 11,NEW HAVEN,CT,06510,09009,2038674396,InfoGroup,2014
2014579956,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036882358,InfoGroup,2014
2014579957,,333 CEDAR ST,NEW HAVEN,CT,06510,09009,2037852702,InfoGroup,2014
2014579958,NORTH EAST MEDICAL,20 YORK ST,NEW HAVEN,CT,06510,09009,2036884748,InfoGroup,2014
2014579959,YALE EYE CTR,40 TEMPLE ST # 3B,NEW HAVEN,CT,06510,09009,2037852020,InfoGroup,2014
2014579960,SURGICAL ASSOCIATES-NEW HAVEN,60 TEMPLE ST # 5A,NEW HAVEN,CT,06510,09009,2037720650,InfoGroup,2014
2014579961,ATM,135 ORANGE ST,NEW HAVEN,CT,06510,09009,2030001111,InfoGroup,2014
2014579962,YALE ANESTHESIOLOGY,20 YORK ST # T-3,NEW HAVEN,CT,06510,09009,2037852802,InfoGroup,2014
2014579963,,,NEW HAVEN,CT,06510,09009,2037852815,InfoGroup,2014
2014579964,JOB CORPS ADMISSIONS,129 CHURCH ST # 409,NEW HAVEN,CT,06510,09009,4752273968,InfoGroup,2014
2014579965,LESLIE LUVENA SALON,71 AUDUBON ST,NEW HAVEN,CT,06510,09009,2037454834,InfoGroup,2014
2014579966,LYNCH TRAUB KEEFE & ERRANTE,52 TRUMBULL ST,NEW HAVEN,CT,06510,09009,2037870275,InfoGroup,2014
2014579967,TEMPLE EYE PHYSICIANS,40 TEMPLE ST # 3B,NEW HAVEN,CT,06510,09009,2037892020,InfoGroup,2014
2014579968,,333 CEDAR ST,NEW HAVEN,CT,06510,09009,2037852802,InfoGroup,2014
2014579969,JACOB PLUMBING HTG & DRAINS,,NEW HAVEN,CT,06510,09009,2033619331,InfoGroup,2014
2014579970,REID & REIGE PC,195 CHURCH ST # 15,NEW HAVEN,CT,06510,09009,2034016146,InfoGroup,2014
2014579971,,60 TEMPLE ST,NEW HAVEN,CT,06510,09009,2035627688,InfoGroup,2014
2014579972,ALAN E SILVER LAW OFFICES,275 ORANGE ST,NEW HAVEN,CT,06510,09009,2037870207,InfoGroup,2014
2014579973,HALLORAN & SAGE LLP,195 CHURCH ST # 1500,NEW HAVEN,CT,06510,09009,2036725432,InfoGroup,2014
2014579974,,60 TEMPLE ST,NEW HAVEN,CT,06510,09009,2035627688,InfoGroup,2014
2014579975,YALE HEMATOLOGY,333 CEDAR ST,NEW HAVEN,CT,06510,09009,2037854144,InfoGroup,2014
2014579976,GILLIS & GILLIS,265 CHURCH ST # 203,NEW HAVEN,CT,06510,09009,2035625104,InfoGroup,2014
2014579977,OREGANO JOE'S PIZZA,531 POST RD,NEW HAVEN,CT,06510,09009,2033619910,InfoGroup,2014
2014579978,LYNCH TRAUB KEEFE & ERRANTE,52 TRUMBULL ST,NEW HAVEN,CT,06510,09009,2037870275,InfoGroup,2014
2014579979,GREYWALL SOFTWARE LLC,129 CHURCH ST,NEW HAVEN,CT,06510,09009,2037825944,InfoGroup,2014
2014579980,YALE CANCER CTR,333 CEDAR ST # FMP130,NEW HAVEN,CT,06510,09009,2037854199,InfoGroup,2014
2014579981,LITTLE SALAD SHOP,45 HIGH ST,NEW HAVEN,CT,06510,09009,2036915882,InfoGroup,2014
2014579982,S & G ROOFING SOLUTIONS LLC,,NEW HAVEN,CT,06510,09009,2034354212,InfoGroup,2014
2014579983,EYE CARE GROUP,40 TEMPLE ST # 5B,NEW HAVEN,CT,06510,09009,2037773937,InfoGroup,2014
2014579984,CGS BUSINESS FNCL SVC LLC,35 ELM ST,NEW HAVEN,CT,06510,09009,2037765257,InfoGroup,2014
2014579985,MRG ENTERTAINMENT,59 ELM ST,NEW HAVEN,CT,06510,09009,2036917160,InfoGroup,2014
2014579986,KEEFE ROOFING,,NEW HAVEN,CT,06510,09009,2038368183,InfoGroup,2014
2014579987,YALE-NEW HAVEN HOSPITAL,20 YORK ST,NEW HAVEN,CT,06510,09009,2036884242,InfoGroup,2014
2014579988,ESTHETIQUE,,NEW HAVEN,CT,06510,09009,2033619646,InfoGroup,2014
2014579989,MOWER MEDIC LLC,,NEW HAVEN,CT,06510,09009,2038875395,InfoGroup,2014
2014579990,SKYCOM COURIER,55 PARK,NEW HAVEN,CT,06510,09009,2035530165,InfoGroup,2014
2014579991,TIMOTHY BISHOP HOUSE,32 ELM ST,NEW HAVEN,CT,06510,09009,2037520761,InfoGroup,2014
2014579992,DEPARTMENT OF ANESTHIOLOGY,333 CEDAR ST # TMP3,NEW HAVEN,CT,06510,09009,2037852802,InfoGroup,2014
2014579993,ATM,220 CROWN ST,NEW HAVEN,CT,06510,09009,2030001111,InfoGroup,2014
2014579994,CENTER FOR ORTHOPEDICS,1 CHURCH ST,NEW HAVEN,CT,06510,09009,2037523100,InfoGroup,2014
2014579995,YALE PEDIATRIC CARDIOLOGY,20 YORK ST # 302,NEW HAVEN,CT,06510,09009,2037852022,InfoGroup,2014
2014579996,LAWYERS WITHOUT BORDERS,59 ELM ST # 4,NEW HAVEN,CT,06510,09009,8605412288,InfoGroup,2014
2014579997,CONVERSENT COMMUNICATIONS INC,400 STATE ST,NEW HAVEN,CT,06510,09009,2037721060,InfoGroup,2014
2014579998,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036884242,InfoGroup,2014
2014579999,TEACH FOR AMERICA,101 WHITNEY AVE,NEW HAVEN,CT,06510,09009,2037733795,InfoGroup,2014
2014580000,YALE AIDS CARE PROGRAM,135 COLLEGE ST # 323,NEW HAVEN,CT,06510,09009,2037374040,InfoGroup,2014
2014580001,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036884242,InfoGroup,2014
2014580002,ATM,55 CROWN ST,NEW HAVEN,CT,06510,09009,2030001111,InfoGroup,2014
2014580003,LAS VEGAS FASHIONS,748 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037762844,InfoGroup,2014
2014580004,JUNIOR'S JEWELRY II,849 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037723118,InfoGroup,2014
2014580005,CHASE BANK,234 CHURCH ST # 1,NEW HAVEN,CT,06510,09009,2037843702,InfoGroup,2014
2014580006,CAPTURE SALON,100 CROWN ST,NEW HAVEN,CT,06510,09009,2034240395,InfoGroup,2014
2014580007,O'TOOLES IRISH PUB,157 ORANGE ST,NEW HAVEN,CT,06510,09009,2035627468,InfoGroup,2014
2014580008,JEERA THAI,216 CROWN ST # 1B,NEW HAVEN,CT,06510,09009,2035625856,InfoGroup,2014
2014580009,ULTIMATE STAFFING,59 ELM ST,NEW HAVEN,CT,06510,09009,2037642803,InfoGroup,2014
2014580010,COMCAST CABLE,630 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037858195,InfoGroup,2014
2014580011,,20 YORK ST # 2041,NEW HAVEN,CT,06510,09009,2036884748,InfoGroup,2014
2014580012,YALE UNIVERSITY,COLLEGE & ELM ST,NEW HAVEN,CT,06510,09009,2034321130,InfoGroup,2014
2014580013,CHILDRENS HOSPITAL AT YALE,20 YORK ST,NEW HAVEN,CT,06510,09009,2036884177,InfoGroup,2014
2014580014,YALE-NEW HAVEN MEDICAL SVC PC,20 YORK ST # 2041,NEW HAVEN,CT,06510,09009,2036884748,InfoGroup,2014
2014580015,JOHN MORIARTY & ASSOC,127 COLLEGE ST,NEW HAVEN,CT,06510,09009,2035620737,InfoGroup,2014
2014580016,UPCROWN ENTERTAINMENT GROUP,216 CROWN ST,NEW HAVEN,CT,06510,09009,2035537531,InfoGroup,2014
2014580017,YALE UNIVERSITY HEALTH SVC,20 YORK ST,NEW HAVEN,CT,06510,09009,2037852563,InfoGroup,2014
2014580018,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036882358,InfoGroup,2014
2014580019,ATM,130 CROWN ST,NEW HAVEN,CT,06510,09009,2030001111,InfoGroup,2014
2014580020,YALE ANESTHESIOLOGY,20 YORK ST # 3,NEW HAVEN,CT,06510,09009,2037852802,InfoGroup,2014
2014580021,CONWAY LAW FIRM LLC,7 ELM ST # 2,NEW HAVEN,CT,06510,09009,2036241400,InfoGroup,2014
2014580022,YALE ANESTHESIOLOGY,20 YORK ST # 3,NEW HAVEN,CT,06510,09009,2037852802,InfoGroup,2014
2014580023,GOAT,212 CROWN ST,NEW HAVEN,CT,06510,09009,2038239554,InfoGroup,2014
2014580024,CONNECTICUT POLICY INSTITUTE,129 CHURCH ST # 521,NEW HAVEN,CT,06510,09009,2034040235,InfoGroup,2014
2014580025,GILLIS & GILLIS,255 CHURCH ST,NEW HAVEN,CT,06510,09009,8603881348,InfoGroup,2014
2014580026,US ARMY RECRUITING,746 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037733635,InfoGroup,2014
2014580027,YALE ANESTHESIOLOGY,20 YORK ST # 3,NEW HAVEN,CT,06510,09009,2037852802,InfoGroup,2014
2014580028,BEERS HAMERMAN & CO PC CPA'S,234 CHURCH ST,NEW HAVEN,CT,06510,09009,2037876527,InfoGroup,2014
2014580029,COOPER WHITNEY COCHRAN,51 ELM ST # 201,NEW HAVEN,CT,06510,09009,2038657380,InfoGroup,2014
2014580030,CETRULO LLP,195 CHURCH ST # 11,NEW HAVEN,CT,06510,09009,2039096498,InfoGroup,2014
2014580031,,102 AUDUBON ST # 3,NEW HAVEN,CT,06510,09009,2037774777,InfoGroup,2014
2014580032,BANK OF AMERICA ATM,20 YORK ST,NEW HAVEN,CT,06510,09009,2030001111,InfoGroup,2014
2014580033,,205 CHURCH ST,NEW HAVEN,CT,06510,09009,2037762889,InfoGroup,2014
2014580034,ATM,84 ORANGE ST,NEW HAVEN,CT,06510,09009,2030001111,InfoGroup,2014
2014580035,MC NAMARA & GOODMAN LLP,142 TEMPLE ST # 204,NEW HAVEN,CT,06510,09009,2039031057,InfoGroup,2014
2014580036,WELLS FARGO ADVISORS,157 CHURCH ST # 11,NEW HAVEN,CT,06510,09009,2038653260,InfoGroup,2014
